10,1,1999,Ventspils Masti,4,Ventspils Trubas,6,
10,1,1999,Pociema Peles,1,Blomu Bites,1,*
10,2,1999,Gaujas Vanagi,4,Daugavas Laivas,1,
10,2,1999,Ventas Vistas,3,Jelgavas Cukurbietes,1,
10,2,1999,Piltenes Panki,4,Krustpils Krusti,1,
10,2,1999,Saldus Saule,3,Codes Zebiekstes,0,
10,2,1999,Ogres Zirgi,0,Baisie Bebri,2,
10,2,1999,Lielupes Liedags,3,Auzu Motors,4,*
10,2,1999,Cirvja Metode,2,Madlienas Marmors,4,
10,2,1999,Madonas Miesnieki,0,Ventspils Trubas,2,
10,2,1999,Kreisie Reisi,2,Valmieras Stikls,0,
10,2,1999,Akmens Sirds,2,Koka Roka,1,*
10,2,1999,Pociema Peles,1,Bauskas Pilsdrupas,2,*
10,2,1999,Tukuma Traktori,3,Engures Enkurs,5,
10,4,1999,Jelgavas Cukurbietes,0,Piltenes Panki,4,
10,4,1999,Kreisie Reisi,3,Koka Roka,2,*
10,4,1999,Rojas Zivju Fabrika,1,Engures Enkurs,7,
10,5,1999,Ventspils Trubas,3,Baisie Bebri,2,
10,5,1999,Saldus Saule,2,Pociema Peles,1,
10,5,1999,Siguldas Alas,3,Valmieras Stikls,2,
10,5,1999,Madonas Miesnieki,0,Akmens Sirds,4,
10,6,1999,Kreisie Reisi,2,Auzu Motors,4,
10,6,1999,Siguldas Alas,1,Piltenes Panki,2,
10,6,1999,Koka Roka,4,Tukuma Traktori,1,
10,6,1999,Krustpils Krusti,1,Blomu Bites,2,
10,6,1999,Rojas Zivju Fabrika,4,Bauskas Pilsdrupas,5,*
10,7,1999,Jelgavas Cukurbietes,3,Saldus Saule,4,
10,7,1999,Ventspils Masti,7,Gaujas Vanagi,5,
10,7,1999,Ventas Vistas,2,Codes Zebiekstes,0,
10,7,1999,Kreisie Reisi,5,Madlienas Marmors,2,
10,7,1999,Baisie Bebri,7,Daugavas Laivas,1,
10,7,1999,Blomu Bites,2,Engures Enkurs,3,*
10,8,1999,Lielupes Liedags,3,Ogres Zirgi,2,
10,8,1999,Ventas Vistas,1,Pociema Peles,3,
10,8,1999,Siguldas Alas,3,Ventspils Masti,3,*
10,8,1999,Akmens Sirds,3,Rojas Zivju Fabrika,3,*
10,8,1999,Krustpils Krusti,4,Tukuma Traktori,1,
10,8,1999,Ventspils Trubas,0,Madonas Miesnieki,3,
10,9,1999,Ogres Zirgi,5,Daugavas Laivas,5,*
10,9,1999,Codes Zebiekstes,1,Jelgavas Cukurbietes,1,*
10,9,1999,Piltenes Panki,3,Saldus Saule,4,
10,9,1999,Krustpils Krusti,1,Bauskas Pilsdrupas,4,
10,9,1999,Kreisie Reisi,2,Lielupes Liedags,2,*
10,9,1999,Baisie Bebri,2,Auzu Motors,2,*
10,9,1999,Madlienas Marmors,0,Gaujas Vanagi,1,*
10,9,1999,Ventspils Trubas,3,Engures Enkurs,2,*
10,9,1999,Koka Roka,4,Blomu Bites,2,
10,10,1999,Siguldas Alas,2,Cirvja Metode,4,
10,10,1999,Akmens Sirds,2,Pociema Peles,4,
10,10,1999,Valmieras Stikls,3,Rojas Zivju Fabrika,3,*
10,11,1999,Siguldas Alas,3,Jelgavas Cukurbietes,3,*
10,11,1999,Gaujas Vanagi,2,Saldus Saule,2,*
10,11,1999,Ventas Vistas,3,Tukuma Traktori,3,*
10,11,1999,Engures Enkurs,3,Madonas Miesnieki,5,
10,11,1999,Akmens Sirds,2,Ogres Zirgi,2,*
10,11,1999,Pociema Peles,4,Cirvja Metode,2,
10,11,1999,Valmieras Stikls,4,Piltenes Panki,2,
10,12,1999,Auzu Motors,2,Krustpils Krusti,1,*
10,12,1999,Codes Zebiekstes,4,Lielupes Liedags,5,*
10,13,1999,Koka Roka,2,Baisie Bebri,4,
10,13,1999,Madonas Miesnieki,2,Gaujas Vanagi,3,
10,13,1999,Auzu Motors,2,Piltenes Panki,3,
10,13,1999,Engures Enkurs,2,Ventspils Trubas,0,
10,13,1999,Jelgavas Cukurbietes,1,Siguldas Alas,2,*
10,13,1999,Ventas Vistas,3,Blomu Bites,3,*
10,13,1999,Tukuma Traktori,4,Bauskas Pilsdrupas,3,
10,14,1999,Daugavas Laivas,2,Cirvja Metode,0,
10,14,1999,Ventspils Masti,5,Pociema Peles,2,
10,14,1999,Krustpils Krusti,5,Codes Zebiekstes,4,*
10,14,1999,Engures Enkurs,5,Valmieras Stikls,1,
10,14,1999,Saldus Saule,3,Akmens Sirds,4,
10,15,1999,Jelgavas Cukurbietes,2,Ventspils Trubas,2,*
10,15,1999,Madonas Miesnieki,3,Madlienas Marmors,2,*
10,15,1999,Piltenes Panki,2,Rojas Zivju Fabrika,1,*
10,15,1999,Kreisie Reisi,4,Tukuma Traktori,1,
10,15,1999,Ventas Vistas,4,Bauskas Pilsdrupas,1,
10,16,1999,Ogres Zirgi,1,Krustpils Krusti,2,
10,16,1999,Piltenes Panki,2,Koka Roka,4,
10,16,1999,Engures Enkurs,3,Lielupes Liedags,2,
10,16,1999,Codes Zebiekstes,2,Baisie Bebri,3,
10,16,1999,Madonas Miesnieki,2,Auzu Motors,3,
10,16,1999,Cirvja Metode,1,Gaujas Vanagi,4,
10,16,1999,Rojas Zivju Fabrika,3,Ventspils Masti,3,*
10,16,1999,Daugavas Laivas,4,Madlienas Marmors,4,*
10,16,1999,Ventspils Trubas,2,Valmieras Stikls,3,*
10,16,1999,Kreisie Reisi,4,Blomu Bites,5,
10,16,1999,Saldus Saule,1,Siguldas Alas,3,
10,16,1999,Bauskas Pilsdrupas,4,Tukuma Traktori,4,*
10,16,1999,Jelgavas Cukurbietes,1,Akmens Sirds,2,*
10,17,1999,Daugavas Laivas,1,Pociema Peles,4,
10,17,1999,Ogres Zirgi,2,Codes Zebiekstes,5,
10,18,1999,Cirvja Metode,4,Krustpils Krusti,2,
10,19,1999,Madonas Miesnieki,7,Lielupes Liedags,1,
10,19,1999,Bauskas Pilsdrupas,6,Madlienas Marmors,5,
10,19,1999,Engures Enkurs,2,Pociema Peles,1,
10,19,1999,Tukuma Traktori,1,Koka Roka,7,
10,20,1999,Valmieras Stikls,4,Ogres Zirgi,3,
10,20,1999,Engures Enkurs,3,Baisie Bebri,6,
10,20,1999,Bauskas Pilsdrupas,2,Auzu Motors,5,
